Fuente de Financiación,Situacion de Fondos,Recurso Presupuestal,Codigo del Sector,Nombre del Sector,Codigo Entidad,Nombre Entidad,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Nación,SSF,OTROS RECURSOS DEL TESORO,13,HACIENDA,13-15-00,FONDO ADAPTACIÓN,5500000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,15-01-01,MINISTERIO DE DEFENSA NACIONAL - GESTIÓN GENERAL,371135000000.0,327685000000.0,327685000000.0,327685000000.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,15-03-00,CAJA DE RETIRO DE LAS FUERZAS MILITARES,11025000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,15-08-00,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",114000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,15-11-00,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,10608000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,15-21-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,186000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,14,DEFENSA Y POLICIA,16-01-01,POLICÍA NACIONAL - GESTIÓN GENERAL,117953000000.0,33757476658.0,33757476658.0,33757476658.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-01-01,MINISTERIO DEL INTERIOR - GESTION GENERAL,2780800000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-01-02,DIRECCIÓN DE LA AUTORIDAD NACIONAL DE CONSULTA PREVIA,91100000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-03-00,DIRECCION NACIONAL DEL DERECHO DE AUTOR,12700000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-04-00,CORPORACION NACIONAL PARA LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDAÑAS NASA KI WE,30800000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-08-00,UNIDAD NACIONAL DE PROTECCIÓN - UNP,6990811702.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,15,INTERIOR,37-09-00,DIRECCION NACIONAL DE BOMBEROS,82800000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,16,"COMERCIO, INDUSTRIA Y TURISMO",35-01-01,MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,2095017000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,16,"COMERCIO, INDUSTRIA Y TURISMO",35-05-00,INSTITUTO NACIONAL DE METROLOGIA - INM,104580000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,17,ORGANISMOS DE CONTROL,25-01-01,PROCURADURIA GENERAL DE LA NACION - GESTION GENERAL,2722000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,17,ORGANISMOS DE CONTROL,25-02-00,DEFENSORIA DEL PUEBLO,2170000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,17,ORGANISMOS DE CONTROL,34-01-01,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,130000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,18,EMPLEO PUBLICO,5/1/2001,DEPARTAMENTO DE LA FUNCIÓN PÚBLICA - GESTIÓN GENERAL,116865400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,19,CONGRESO DE LA REPUBLICA,1/1/2001,SENADO DE LA REPUBLICA,2086000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,19,CONGRESO DE LA REPUBLICA,1/1/2002,CAMARA DE REPRESENTANTES,1168000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,119671000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-34-00,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,99390200.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-38-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,19659600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-39-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,21844000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-41-00,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,67716400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-42-00,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,34950400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,2,EDUCACION,22-46-00,UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLAR,3057067800.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/1/2001,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,824000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/9/2000,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",528000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/11/2000,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES,1836000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/12/2000,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,718000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/13/2000,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,170000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/14/2001,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,249000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,20,PRESIDENCIA DE LA REPUBLICA,2/14/2002,DIRECCIÓN DE SUSTITUCIÓN DE CULTIVOS DE USO ILÍCITO,10000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,21,SERVICIO DE LA DEUDA PUBLICA NACIONAL,14-01-00,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,5057290000000.0,13975000000.0,9786998000.0,9786998000.0
Nación,SSF,OTROS RECURSOS DEL TESORO,22,REGISTRADURIA,28-01-01,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - GESTION GENERAL,5438000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,24,"CIENCIA, TECNOLOGÍA E INNOVACIÓN",39-01-01,"MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",700000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,25,RAMA JUDICIAL,27-01-02,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA,31302578136.0,17695578136.0,17695578136.0,17695578136.0
Nación,SSF,OTROS RECURSOS DEL TESORO,26,FISCALIA,29-01-01,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,185875000000.0,173978000000.0,173978000000.0,173978000000.0
Nación,SSF,OTROS RECURSOS DEL TESORO,26,FISCALIA,29-02-00,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,850000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,27,JUSTICIA Y DEL DERECHO,12/1/2001,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,631336000.0,89601061.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,27,JUSTICIA Y DEL DERECHO,12/8/2000,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,3991000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,27,JUSTICIA Y DEL DERECHO,12/10/2000,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,289800000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,27,JUSTICIA Y DEL DERECHO,12/11/2000,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,3474200000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,29,TRABAJO,36-01-01,MINISTERIO DEL TRABAJO - GESTION GENERAL,5201960000000.0,13129823837.0,13118478880.0,13118478880.0
Nación,SSF,OTROS RECURSOS DEL TESORO,29,TRABAJO,36-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,91501000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,29,TRABAJO,36-13-00,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,83904000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-01,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,1016097000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-02,PARQUES NACIONALES NATURALES DE COLOMBIA,396300000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-04,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES ANLA,92642798000.0,64033388374.0,58349964529.0,58223338582.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-02-00,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES - IDEAM",244200000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-08-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y SAN JORGE (CVS),8985000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-09-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO (CRQ),14198600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-10-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),22823000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-11-00,CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS (CORPOCALDAS),12012000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-12-00,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),26645000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-14-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA (CORTOLIMA),10702000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-15-00,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA (CARDER),15725000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-16-00,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO (CORPONARIÑO),8408000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-17-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),14414000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-19-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR (CORPOCESAR),7645000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-22-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA (CORPAMAG),18223000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-23-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),22932000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-24-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),9829800.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-26-00,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",13106400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-27-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),14196000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-28-00,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),13379000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-29-00,CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),7644000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-30-00,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),14198600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-31-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),13650000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-32-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),20751800.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-33-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO (CRA),11764000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-34-00,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER (CAS),16380000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-35-00,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),18567400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-36-00,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),18567400.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-38-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),21107000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-39-00,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),8737600.0,6293030.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,30,INCLUSION SOCIAL Y RECONCILIACION,41-01-01,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL - GESTION GENERAL,32609649182.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,30,INCLUSION SOCIAL Y RECONCILIACION,41-04-00,UNIDAD DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,6412306200.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,30,INCLUSION SOCIAL Y RECONCILIACION,41-05-00,CENTRO DE MEMORIA HISTORICA,166532067.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,31,INTELIGENCIA,42-01-01,DEPARTAMENTO ADMINISTRATIVO DIRECCION NACIONAL DE INTELIGENCIA - GESTION GENERAL,262000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,32,DEPORTE Y RECREACION,43-01-01,MINISTERIO DEL DEPORTE - GESTION GENERAL,2194229800.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-01-01,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",13000000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-02-00,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,9000000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,35,"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",44-01-01,JURISDICCION ESPECIAL PARA LA PAZ - GESTION GENERAL,903000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,35,"SISTEMA INTEGRAL DE VERDAD, JUSTICIA, REPARACIÓN Y NO REPETICIÓN",44-03-00,UNIDAD DE BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZON DEL CONFLICTO ARMADO (UBPD),343000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,36,IGUALDAD Y EQUIDAD,46-03-00,INSTITUTO NACIONAL PARA SORDOS (INSOR),31673800.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,36,IGUALDAD Y EQUIDAD,46-04-00,INSTITUTO NACIONAL PARA CIEGOS (INCI),19659600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,4,CULTURA,33-01-01,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y LOS SABERES - GESTION GENERAL",1226540600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,4,CULTURA,33-04-00,ARCHIVO GENERAL DE LA NACION,101574600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,4,CULTURA,33-05-00,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,50241200.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,4,CULTURA,33-07-00,INSTITUTO CARO Y CUERVO,36042600.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,5,SALUD Y PROTECCION SOCIAL,19-01-01,MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTION GENERAL,185820000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,5,SALUD Y PROTECCION SOCIAL,19-03-00,INSTITUTO NACIONAL DE SALUD (INS),137972000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-01-01,MINAGRICULTURA - GESTIÓN GENERAL,20947001457.0,17916727457.0,17916727457.0,17916727457.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-01-06,"UNIDAD DE PLANIFICACION DE TIERRAS RURALES, ADECUACION DE TIERRAS Y USOS AGROPECUARIOS (UPRA)",110000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-02-00,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),1000152000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-15-00,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,220620000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-16-00,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,792999000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-17-00,AGENCIA NACIONAL DE TIERRAS - ANT,1001972000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,6,AGRICULTURA Y DESARROLLO RURAL,17-18-00,AGENCIA DE DESARROLLO RURAL - ADR,810353000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,7,MINAS Y ENERGIA,21-01-01,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,16220301283.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,7,MINAS Y ENERGIA,21-03-00,SERVICIO GEOLOGICO COLOMBIANO,595000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,7,MINAS Y ENERGIA,21-10-00,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,233000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-01-01,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES - GESTIÓN GENERAL,405331000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,9,TRANSPORTE,24-01-01,MINISTERIO DE TRANSPORTE - GESTION GENERAL,6062313135.0,5072034135.0,5072034135.0,5072034135.0
Nación,SSF,OTROS RECURSOS DEL TESORO,9,TRANSPORTE,24-02-00,INSTITUTO NACIONAL DE VIAS,14119087014.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,112491000000.0,0.0,0.0,0.0
Nación,SSF,OTROS RECURSOS DEL TESORO,9,TRANSPORTE,24-14-00,UNIDAD DE PLANEACION DEL SECTOR DE INFRAESTRUCTURA DE TRANSPORTE,22692000.0,0.0,0.0,0.0
Nación,SSF,RENTAS PARAFISCALES,2,EDUCACION,22-01-01,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,3023500000000.0,1770740000000.0,1770740000000.0,1770740000000.0
Nación,SSF,RENTAS PARAFISCALES,4,CULTURA,33-01-01,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y LOS SABERES - GESTION GENERAL",83544483800.0,83544483800.0,83544483800.0,83544483800.0
Propios,CSF,DONACIONES,20,PRESIDENCIA DE LA REPUBLICA,2/9/2000,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",70301913265.0,7230791208.0,2262881464.0,2262881464.0
Propios,CSF,DONACIONES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-01-01,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,0.0,0.0,0.0,0.0
Propios,CSF,DONACIONES,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-01-01,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",0.0,0.0,0.0,0.0
Propios,CSF,DONACIONES,33,"VIVIENDA, CIUDAD Y TERRITORIO",40-02-00,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,0.0,0.0,0.0,0.0
Propios,CSF,DONACIONES,4,CULTURA,33-01-01,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y LOS SABERES - GESTION GENERAL",0.0,0.0,0.0,0.0
Propios,CSF,FONDOS ESPECIALES,26,FISCALIA,29-04-00,FONDO ESPECIAL PARA LA ADMINISTRACION DE BIENES DE LA FISCALIA GENERAL DE LA NACION,40427091476.0,36053766092.0,24246124251.0,23950207393.0
Propios,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12/4/2000,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,82638000000.0,51839438573.0,51774968471.0,51761623497.0
Propios,CSF,FONDOS ESPECIALES,27,JUSTICIA Y DEL DERECHO,12/8/2000,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,105320000000.0,83727171198.0,67561320013.0,62014646812.0
Propios,CSF,FONDOS ESPECIALES,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),449386000000.0,383366000000.0,129254000000.0,128652000000.0
Propios,CSF,FONDOS ESPECIALES,30,INCLUSION SOCIAL Y RECONCILIACION,41-04-00,UNIDAD DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,64116508800.0,1300970473.0,834104582.0,834104582.0
Propios,CSF,FONDOS ESPECIALES,36,IGUALDAD Y EQUIDAD,46-02-00,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),20492784988.0,0.0,0.0,0.0
Propios,CSF,INGRESOS CORRIENTES,10,PLANEACION,3/24/2000,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,248059000000.0,147518000000.0,121040000000.0,120416000000.0
Propios,CSF,INGRESOS CORRIENTES,11,INFORMACION ESTADISTICA,4/2/2000,FONDO ROTATORIO DEL DANE,45687527540.0,32965072400.0,21409158388.0,21409158388.0
